origin,destination,distance
MPT,CRM,6.70
MPT,PEG,1.93
MRB,LAM,3.51
MRB,PNA,3.23
MRD,COP,1.64
MRD,LAP,2.34
MRF,LIV,0.59
MRF,LVC,0.56
MRF,LVJ,0.29
MRF,SDL,1.54
MRN,PDW,4.58
MRN,SPU,2.48
MRP,FZW,3.76
MRP,PFR,6.98
MRP,THC,3.55
MRR,ARG,4.71
MRR,MLG,2.83
MRS,LTK,1.53
MRS,PRR,1.36
MRT,LSW,0.58
MRT,MEO,1.79
MRW,NUM,0.55
MRW,PON,2.42
MRY,ASP,7.66
MRY,FLM,2.01
MSD,SNN,0.83
MSD,WKD,1.65
MSH,EDG,2.21
MSH,WSA,0.73
MSK,LGK,0.55
MSK,RCE,2.10
MSK,SLB,2.04
MSL,GNF,2.43
MSL,SYB,2.54
MSN,GNF,6.08
MSN,SWT,2.66
MSO,MCV,4.06
MSO,MIH,1.92
MSR,RAM,4.04
MSR,SDW,4.76
MSR,STU,9.09
MSS,BON,1.16
MSS,FNW,0.99
MST,MEW,0.50
MSW,MFT,1.70
MSW,SHB,2.76
MTA,FER,0.96
MTA,PER,1.09
MTB,CMF,0.79
MTB,MAT,1.09
MTC,BAL,3.25
MTC,MIJ,1.00
MTC,STE,1.00
MTG,LEE,1.69
MTG,NEH,0.90
MTH,AIR,0.76
MTH,BLH,2.83
MTH,HLY,2.66
MTH,SDM,1.74
MTH,UDD,4.43
MTH,WFF,4.62
MTL,BNS,1.18
MTL,NSH,0.79
MTM,DVP,4.94
MTM,WAM,2.73
MTN,DCH,5.58
MTN,WOO,4.44
MTO,GYP,1.04
MTO,JCH,0.50
MTP,RDA,0.46
MTP,SRD,1.23
MTS,ARB,14.12
MTS,LAU,10.00
MTV,BIO,0.75
MTV,CML,1.47
MUB,EDB,5.28
MUB,WAF,2.51
MUI,CCT,0.80
MUI,WLM,1.30
MVL,GMV,1.14
MVL,WOF,6.79
MYB,HOH,9.14
MYB,WCX,6.55
MYH,KVD,1.00
MYH,SUM,0.34
MYH,WES,1.87
MYL,FOG,0.79
MYL,SRA,0.44
MYT,HBD,1.23
MYT,SOW,3.78
MZH,GNW,0.89
MZH,WCB,0.63
NAN,CRE,4.48
NAN,WRE,4.41
NAR,KGT,5.68
NAR,WTL,5.18
NAY,HEI,1.29
NAY,SHD,2.05
NBA,HDW,1.43
NBA,OKL,0.78
NBC,BKJ,0.50
NBC,CLK,0.75
NBC,LSY,0.53
NBE,CKY,2.50
NBE,LTH,3.00
NBN,WLG,1.16
NBR,HNK,7.93
NBR,SWS,2.98
NBT,KNG,0.81
NBT,NEM,1.51
NBW,DRM,4.38
NBY,KIT,5.40
NBY,NRC,0.51
NCE,CLE,1.54
NCE,GMD,0.83
NCK,AUK,7.54
NCK,KRK,7.36
NCL,CLS,8.30
NCL,DOT,2.29
NCL,HEW,2.98
NCL,MAS,0.58
NCM,ASH,1.99
NCM,FNN,1.99
NCO,DIG,1.00
NCO,TOP,1.00
NCT,CLM,5.19
NCT,NNG,1.52
NCT,ROL,3.70
NDL,EDW,0.53
NDL,TUH,1.29
NEG,EKB,1.41
NEG,GBG,2.24
NEH,MTG,0.90
NEH,SID,1.51
NEI,PTT,3.88
NEL,BRF,1.24
NEL,CNE,2.04
NEM,BRS,1.19
NEM,NBT,1.51
NEM,RAY,1.14
NES,HSW,2.59
NES,HWB,5.46
NET,NOT,3.33
NET,RDF,1.71
NEW,BSU,0.78
NEW,EDB,4.68
NEW,SFI,1.12
NFA,ALN,3.06
NFA,SOF,3.21
NFD,KNN,1.40
NFD,LOB,1.01
NFL,GRV,2.08
NFL,SWM,0.68
NFN,BDT,9.33
NFN,DRF,2.11
NGT,KML,3.70
NGT,RAI,2.56
NGT,SIT,3.20
NHD,CFT,1.16
NHD,LEW,1.81
NHD,PMR,0.81
NHE,AYL,0.89
NHE,SDA,1.29
NHL,BAV,1.39
NHL,GOX,2.20
NIT,BRR,1.59
NIT,PTL,0.83
NLN,BCB,1.23
NLN,BES,2.14
NLR,DLG,2.96
NLR,LWR,0.50
NLS,PSN,6.23
NLS,YAT,3.94
NLT,SDH,1.01
NLT,SRU,1.83
NLW,ERL,1.51
NLW,PAT,10.82
NLW,WGN,7.08
NMC,CLY,3.65
NMC,SRN,1.39
NMK,DUL,3.15
NMK,KNE,5.06
NMN,DSL,1.66
NMN,FNV,1.03
NMP,LBK,9.65
NMP,WOL,13.40
NMT,IPS,8.34
NMT,SMK,3.54
NNG,CLM,5.06
NNG,GRA,14.63
NNG,NCT,1.52
NNG,RET,18.51
NNP,CDF,0.99
NNP,WNG,1.50
NNT,GTA,3.86
NNT,GYP,0.58
NOA,AYR,1.20
NOA,PTW,1.99
NOR,CFD,3.34
NOR,WDS,4.89
NOR,WKK,3.09
NOT,BEE,3.28
NOT,BLW,5.50
NOT,CTO,3.14
NOT,ILN,8.70
NOT,NET,3.33
NPD,BDI,3.76
NPD,BLE,1.77
NQU,DAM,1.84
NQU,INK,1.88
NQY,QUI,2.44
NRB,SRC,0.86
NRB,TTH,1.21
NRC,NBY,0.51
NRC,THA,3.08
NRD,DAR,1.28
NRD,HEI,4.48
NRN,FOR,9.58
NRN,INV,15.14
NRT,BYS,1.45
NRT,SBS,2.81
NRW,BGA,4.83
NRW,DIS,19.98
NRW,SAH,5.93
NRW,WMD,10.15
NSB,COB,1.70
NSB,PEB,2.13
NSD,HKN,2.25
NSD,KKB,2.60
NSG,AAP,1.46
NSG,OKL,1.94
NSH,MTL,0.79
NSH,RMD,0.68
NTA,TGM,5.10
NTA,TOT,8.71
NTA,TRR,5.05
NTC,CDI,2.64
NTC,EXD,4.24
NTH,BNF,1.75
NTH,GWN,11.50
NTH,SKE,3.75
NTL,HME,0.68
NTL,SHO,1.86
NTN,BLT,2.61
NTN,CBL,1.59
NTN,KKH,1.48
NTN,UDD,1.81
NTR,DAR,14.18
NTR,THI,7.75
NTR,YRM,12.16
NUF,GDN,3.58
NUF,RDH,2.09
NUM,MRW,0.55
NUM,TOM,0.90
NUN,ATH,5.20
NUN,BEP,1.51
NUN,CEH,10.75
NUN,HNK,3.78
NUN,RUG,14.54
NUN,WTO,13.75
NUT,BOH,1.65
NUT,SOB,1.04
NVH,BIP,1.44
NVH,NVN,0.33
NVN,NVH,0.33
NVN,SEE,2.84
NVR,ALT,0.63
NVR,SPT,8.25
NWA,GNT,3.90
NWA,WRT,2.94
NWB,SOK,0.58
NWB,WMB,0.81
NWD,ANZ,1.13
NWD,CYP,1.50
NWD,ECR,1.65
NWD,WCY,1.74
NWE,AUD,1.79
NWE,ESM,4.35
NWI,GBK,1.75
NWI,LTG,1.40
NWM,HNA,2.51
NWM,SWY,2.99
NWN,FLF,0.86
NWN,GDL,0.71
NWP,CDF,11.79
NWP,CWM,7.99
NWP,PYE,2.90
NWP,STJ,9.83
NWR,DLW,10.19
NWR,KIN,2.76
NWT,CWS,5.55
NWT,WLP,13.96
NWX,LBG,2.99
NWX,SAJ,0.74
NWX,SQE,1.40
NXG,BCY,0.80
NXG,LBG,2.83
NXG,SQE,1.26
OBN,CON,6.18
OCK,CFH,2.01
OCK,GRY,4.43
OCK,UPM,3.34
OHL,CRA,1.43
OHL,ROW,1.40
OKE,CDI,18.06
OKL,NBA,0.78
OKL,NSG,1.94
OKM,COR,17.70
OKM,MMO,11.36
OKM,SMD,13.78
OKN,TFC,1.03
OKN,WLN,3.05
OLD,EXR,1.19
OLD,MOG,0.43
OLF,BTH,1.01
OLF,KYN,5.89
OLT,ACG,0.98
OLT,SOL,1.83
OLY,HLM,2.18
OLY,WNH,4.31
OMS,AUG,1.20
OMS,BCJ,2.59
OPK,AIN,0.93
OPK,WAO,0.38
ORE,HGS,0.90
ORE,TOK,2.73
ORN,AIN,0.91
ORN,MAG,1.53
ORP,CLD,1.50
ORP,PET,1.14
ORR,PEM,1.66
ORR,UPL,1.34
OTF,BBL,1.60
OTF,KMS,2.91
OTF,SEH,1.43
OUN,LWT,1.44
OUN,SYT,4.06
OUS,BCC,6.35
OUS,LWT,2.15
OUT,LDS,7.55
OUT,WKF,2.51
OVE,ELP,1.18
OVE,LTT,0.78
OVR,BSK,7.80
OVR,WCH,3.60
OXF,HND,6.98
OXF,OXP,3.54
OXF,RAD,5.08
OXF,TAC,9.11
OXN,KEN,2.35
OXN,LAN,19.09
OXN,PNR,32.16
OXP,ISP,3.54
OXP,OXF,3.54
OXS,CLG,1.85
OXS,CSD,1.80
OXT,HUR,0.95
OXT,WOH,3.15
PAD,AML,4.20
PAL,BOP,0.94
PAL,WIH,1.16
PAN,GOR,3.21
PAN,TLH,2.89
PAR,LOS,4.44
PAR,LUX,4.11
PAR,SAU,4.56
PAT,ECC,1.16
PAT,NLW,10.82
PAT,WGN,16.38
PBL,APB,2.24
PBL,HSC,1.49
PBO,GRA,29.08
PBO,HUN,17.49
PBO,SMD,12.09
PBO,SPA,16.63
PBO,WLE,6.12
PBR,BPK,1.75
PBR,HDW,2.14
PBY,KWL,5.41
PBY,LLE,3.63
PCD,BGN,3.81
PCD,LLR,2.94
PCD,PYC,4.94
PCN,HKH,1.25
PDG,BWD,1.45
PDG,WAC,1.74
PDW,BEG,1.81
PDW,MRN,4.58
PDW,TON,5.29
PEA,DBY,1.38
PEA,TUT,9.99
PEA,WIL,4.75
PEB,NSB,2.13
PEB,PEV,0.76
PEG,MPT,1.93
PEG,WDD,4.70
PEM,ORR,1.66
PEM,WGW,1.69
PEN,DGL,0.45
PER,ACY,2.50
PER,MTA,1.09
PES,LBR,0.74
PES,LDN,0.64
PET,BKL,1.80
PET,CIT,1.44
PET,ORP,1.14
PEV,HMD,3.08
PEV,PEB,0.76
PEW,BDW,8.95
PEW,WSB,20.25
PFL,GRY,3.84
PFL,RNM,3.43
PFM,DON,16.68
PFM,GLH,1.75
PFM,KNO,1.95
PFM,POT,0.70
PFR,MRP,6.98
PFR,SIE,8.25
PFY,KKM,6.41
PFY,LAY,1.95
PGM,GFF,1.05
PGM,HNG,1.71
PGN,TQY,2.10
PHG,AVY,0.93
PHG,DVY,5.06
PHR,EBR,5.00
PHR,LIH,1.66
PIL,PWY,3.56
PIL,STJ,6.96
PIN,CBK,2.55
PIN,SJP,2.35
PIT,BLA,6.85
PIT,DKD,12.88
PKG,STA,5.71
PKG,WVH,9.60
PKS,BSM,1.31
PKS,POO,1.83
PKT,HWW,0.75
PKT,SAA,1.49
PLC,AFK,5.68
PLC,HCN,5.19
PLD,AGT,0.99
PLD,FSG,0.68
PLE,GLC,1.85
PLE,QPK,0.41
PLG,BRK,4.14
PLG,HMD,2.23
PLK,DCG,1.16
PLK,DRN,1.45
PLM,KNF,2.71
PLM,LTG,1.98
PLN,ABD,8.20
PLN,STN,7.95
PLS,BMB,5.15
PLS,CYT,1.11
PLT,RHY,0.99
PLT,TIR,2.31
PLU,ABW,1.53
PLU,WWA,0.99
PLW,GLC,2.23
PLW,MAX,0.50
PLY,DPT,1.25
PLY,IVY,11.75
PMA,KGN,2.84
PMA,UMB,4.18
PMB,LAM,1.51
PMB,PMD,2.19
PMD,PMB,2.19
PMH,PMS,0.83
PMH,RYP,2.00
PMP,CBR,2.86
PMP,WVF,3.79
PMR,DMK,0.86
PMR,EDW,0.84
PMR,NHD,0.81
PMR,QRP,0.71
PMS,FTN,0.81
PMS,PMH,0.83
PMS,SHV,1.00
PMT,FKG,3.25
PMT,FKK,3.21
PMT,LIN,4.70
PMW,CNW,4.30
PMW,LLF,2.74
PNA,MRB,3.23
PNA,TEN,1.23
PNC,ABH,1.59
PNC,CCC,4.43
PNE,KTH,0.63
PNE,SYH,1.49
PNF,BCK,1.16
PNF,HPE,1.96
PNL,HBP,2.36
PNL,WET,3.26
PNM,FMT,0.95
PNM,PYN,2.06
PNR,CAR,17.85
PNR,OXN,32.16
PNS,DBD,4.06
PNS,SLK,3.21
PNW,ANZ,0.40
PNW,SYD,0.80
PNY,DOL,2.94
PNY,LLO,3.65
PNZ,SER,5.65
POK,BMH,1.73
POK,CHR,1.95
POL,DIG,1.90
POL,SJP,0.99
POL,TOP,3.90
PON,BMD,0.88
PON,MRW,2.42
POO,HAM,2.19
POO,PKS,1.83
POP,HMM,5.86
POP,YRK,2.89
POR,DMG,1.39
POR,TRH,1.21
POT,FEA,1.91
POT,PFM,0.70
PPD,ACY,3.49
PPD,TRF,0.86
PPD,TRH,2.04
PPK,ASF,0.58
PPK,GSC,0.82
PPL,AGV,9.30
PPL,CWM,2.92
PRA,PTW,0.50
PRA,TRN,2.75
PRB,ADC,1.93
PRB,MAC,2.64
PRE,CSO,7.28
PRE,LAN,21.04
PRE,LEY,4.03
PRE,LOH,2.85
PRE,SLW,5.28
PRH,LLC,0.79
PRH,MFF,1.16
PRI,AVN,0.84
PRI,SHH,0.56
PRL,SIA,1.10
PRL,SOV,0.63
PRN,HRR,3.26
PRN,WTH,1.30
PRP,BTN,1.35
PRP,HOV,1.44
PRP,HSK,5.73
PRR,HDM,5.75
PRR,MRS,1.36
PRR,SDR,3.15
PRS,WEM,3.26
PRS,WTC,4.90
PRT,FLN,13.95
PRT,RHL,3.56
PRU,SKS,2.54
PRU,WYM,2.16
PRW,PYN,4.13
PRW,TRU,4.19
PRY,HSD,1.53
PRY,WTT,0.85
PSC,ECL,0.88
PSC,HUY,1.98
PSE,BEF,2.61
PSE,BSO,2.21
PSE,SFO,5.19
PSH,EVE,5.96
PSH,WOP,4.16
PSL,BEB,1.01
PSL,SPI,0.46
PSN,BMT,0.91
PSN,NLS,6.23
PST,LND,3.41
PST,WAF,2.25
PSW,ATH,4.19
PSW,TAM,3.51
PTA,BAJ,1.92
PTA,PYL,6.25
PTB,MER,1.60
PTB,TRD,1.18
PTC,CSA,2.65
PTC,FRM,3.19
PTD,LLH,2.31
PTD,PTF,4.78
PTF,AMF,1.16
PTF,PTD,4.78
PTG,BGS,0.93
PTG,WDL,1.33
PTG,WNL,2.25
PTH,DKD,15.53
PTH,GLE,15.69
PTH,ING,17.17
PTH,LDY,17.76
PTK,CHC,1.70
PTK,EXG,1.24
PTK,HYN,0.70
PTL,KNS,0.67
PTL,NIT,0.83
PTM,CCC,5.03
PTM,MFF,2.18
PTR,LIS,3.44
PTR,RLN,8.34
PTT,NEI,3.88
PTT,WCR,0.96
PTW,NOA,1.99
PTW,PRA,0.50
PUL,AMY,4.78
PUL,BIG,5.10
PUO,PUR,0.94
PUO,SCY,1.18
PUR,CDS,1.81
PUR,ELD,8.34
PUR,KLY,1.20
PUR,PUO,0.94
PUR,RHM,0.65
PUT,BNS,1.19
PUT,WNT,1.18
PWE,LGS,0.53
PWE,SHL,0.38
PWL,ABH,1.76
PWW,CMY,1.08
PWW,KNS,1.05
PWW,THB,1.06
PWY,BPW,1.30
PWY,FIT,1.38
PWY,PIL,3.56
PYC,CDF,11.25
PYC,LLR,2.00
PYC,PCD,4.94
PYE,CDF,12.52
PYE,NWP,2.90
PYE,ROR,1.46
PYG,HLW,2.23
PYG,JHN,3.53
PYG,PYJ,0.79
PYJ,BPT,4.18
PYJ,PYG,0.79
PYL,BGN,5.93
PYL,PTA,6.25
PYN,PNM,2.06
PYN,PRW,4.13
PYP,BYC,4.35
PYP,DWD,1.41
PYT,ADC,2.18
PYT,BML,1.35
QBR,SSS,1.96
QBR,SWL,2.08
QPK,COI,0.44
QPK,PLE,0.41
QPW,KBN,0.69
QPW,KNL,0.83
QRB,CLJ,1.26
QRB,VXH,1.31
QRP,PMR,0.71
QRP,SBM,0.95
QRP,SQE,1.50
QUI,NQY,2.44
QUI,SCR,4.06
QYD,ACY,1.56
QYD,MEV,2.05
RAD,CUM,2.23
RAD,OXF,5.08
RAI,GLM,3.05
RAI,NGT,2.56
RAM,DMP,0.94
RAM,MSR,4.04
RAM,SDW,8.34
RAN,BRO,15.60
RAN,CRR,7.23
RAU,ANC,3.88
RAU,SLR,2.13
RAV,BOC,4.75
RAV,DRI,1.76
RAY,MOT,1.10
RAY,NEM,1.14
RAY,WIM,1.41
RBR,BAT,5.99
RBR,ETC,2.15
RBS,RCC,2.10
RBS,SBK,3.20
RCA,CKY,2.00
RCA,ROR,1.50
RCC,RBS,2.10
RCC,RCE,0.91
RCD,CAS,1.61
RCD,SMB,1.00
RCE,LGK,1.55
RCE,MSK,2.10
RCE,RCC,0.91
RDA,CFN,0.59
RDA,MTP,0.46
RDB,MBK,1.74
RDB,ROM,5.45
RDB,TTN,0.65
RDC,ALV,3.23
RDD,SNR,1.19
RDD,UWL,1.95
RDF,BIN,3.40
RDF,NET,1.71
RDG,EAR,2.84
RDG,RDW,0.96
RDG,TLH,2.68
RDG,TWY,4.96
RDH,ELD,0.94
RDH,MHM,1.76
RDH,NUF,2.09
RDH,REI,1.84
RDM,CRB,2.30
RDM,SKS,2.30
RDN,BNT,1.71
RDN,RRB,0.75
RDR,DCT,1.25
RDR,LLN,1.05
RDR,TAF,1.91
RDS,DTN,1.86
RDS,SPT,1.63
RDT,ELS,2.81
RDT,SAC,4.68
RDW,MOR,6.15
RDW,RDG,0.96
RDW,RGP,1.91
RDW,THE,4.30
RDW,TLH,2.31
REC,HAC,0.83
REC,SKW,0.40
RED,CBN,3.65
RED,TRU,9.06
REE,BYA,3.73
REE,CNY,2.16
REE,HAD,4.04
REI,BTO,2.89
REI,RDH,1.84
RET,DON,17.35
RET,GBL,9.43
RET,GNB,10.13
RET,NNG,18.51
RET,WRK,7.50
RFD,HOC,2.53
RFD,SIA,0.87
RFY,BEB,1.01
RFY,GNL,0.75
RGL,LTV,8.01
RGL,RGT,1.28
RGL,SNE,14.49
RGL,STA,9.28
RGP,MOR,4.24
RGP,RDW,1.91
RGT,HNF,4.16
RGT,RGL,1.28
RGW,BBN,2.85
RGW,LHO,2.10
RHD,DNT,6.15
RHD,HIR,5.00
RHI,BCG,0.51
RHI,WHT,0.34
RHL,AGL,4.28
RHL,PRT,3.56
RHM,CDN,0.78
RHM,PUR,0.65
RHO,TYC,1.68
RHO,VAL,4.50
RHY,PLT,0.99
RIA,BRY,3.27
RIA,LWM,6.45
RIC,CLW,2.19
RIC,HOH,7.97
RID,APG,1.68
RID,LID,1.90
RIL,FAZ,1.56
RIL,KKD,1.41
RIS,BBN,2.76
RIS,CTW,1.63
RKT,MGM,7.18
RKT,SLR,4.59
RKT,SPA,21.51
RLG,HOC,3.04
RLG,WIC,4.11
RLN,HAV,3.21
RLN,PTR,8.34
RMB,BFF,4.66
RMB,DWD,1.81
RMC,MHS,2.62
RMC,SWN,4.61
RMD,KWG,1.34
RMD,NSH,0.68
RMD,SMG,1.11
RMF,CTH,2.40
RMF,EMP,1.79
RMF,GDP,1.14
RML,BDY,1.04
RML,MPL,1.64
RML,RSH,2.11
RML,WLY,1.16
RNF,KIR,5.05
RNF,UPL,2.14
RNH,LEG,0.25
RNH,SHJ,2.96
RNH,WHN,1.47
RNM,DDK,2.11
RNM,PFL,3.43
RNR,CMR,3.06
RNR,GNT,3.75
ROB,BGE,1.59
ROB,HUY,0.46
ROC,BGL,2.46
ROC,SCR,5.64
ROE,WPE,0.33
ROE,ZCW,0.21
ROG,GOL,7.36
ROG,LRG,10.06
ROL,FSK,0.61
ROL,NCT,3.70
ROM,CFR,5.16
ROM,DBG,3.71
ROM,RDB,5.45
ROO,BIF,1.85
ROO,DLT,4.29
ROR,PYE,1.46
ROR,RCA,1.50
ROS,DFE,2.23
ROS,INK,1.50
ROW,LGG,1.39
ROW,OHL,1.40
RRB,BLV,0.50
RRB,RDN,0.75
RRN,SPR,2.48
RRN,SPS,1.35
RSG,BUB,1.08
RSG,BYM,1.25
RSG,HPN,1.48
RSH,RML,2.11
RSN,BWK,11.03
RSN,DUN,17.37
RTN,ALX,1.11
RTN,DLR,1.66
RTR,CTM,0.56
RTR,SOO,1.04
RTR,SOR,6.85
RUA,CRK,4.26
RUA,WRX,4.91
RUE,FRD,3.23
RUE,WBQ,4.98
RUF,BCJ,2.91
RUF,CSO,2.55
RUG,COV,11.46
RUG,LBK,9.40
RUG,NUN,14.54
RUG,WOL,30.16
RUN,ACB,7.94
RUN,FRD,4.01
RUN,LPY,6.00
RUN,WSA,9.10
RUS,SLH,1.60
RUS,WTB,1.39
RUT,CBL,1.89
RUT,CML,2.23
RUT,DAK,0.79
RUT,GLC,3.15
RVB,BEC,0.85
RVB,SRT,0.74
RVN,DEW,1.43
RVN,MIR,1.65
RWC,GOO,3.88
RWC,SNI,2.81
RYB,SBR,3.26
RYB,TUL,5.70
RYD,RYP,0.50
RYD,RYR,0.75
RYE,APD,6.80
RYE,WSE,1.85
RYH,BXB,1.73
RYH,SMT,1.40
RYN,BXB,2.94
RYN,HWN,2.59
RYP,PMH,2.00
RYP,RYD,0.50
RYP,SHV,2.00
RYR,RYD,0.75
RYR,SAB,0.78
RYS,AWM,3.90
RYS,MEL,3.04
SAA,PKT,1.49
SAB,BDN,2.72
SAB,RYR,0.78
SAC,HPD,4.75
SAC,RDT,4.68
SAD,DDP,1.96
SAD,SGB,1.25
SAE,BIY,2.31
SAE,SHY,0.63
SAF,ELD,1.85
SAF,HOR,2.26
SAH,HXM,2.83
SAH,NRW,5.93
SAJ,HGR,1.60
SAJ,LAD,1.03
SAJ,LEW,0.45
SAJ,NWX,0.74
SAL,DEN,8.99
SAL,GRT,10.96
SAL,TIS,12.59
SAL,WMN,19.74
SAM,GBD,3.73
SAM,GOO,2.99
SAN,BDN,1.75
SAN,LKE,0.75
SAR,AVN,0.91
SAR,SVB,3.65
SAS,AFV,1.94
SAS,SQU,1.55
SAT,ACC,0.69
SAT,GUN,0.70
SAU,PAR,4.56
SAU,TRU,14.36
SAV,STY,1.65
SAW,BIS,3.63
SAW,HWM,2.21
SAX,DSM,4.33
SAX,WCM,6.60
SAY,EYN,3.01
SAY,FNR,3.14
SAY,SMY,2.66
SBE,HGT,2.14
SBE,KNA,1.71
SBF,KEY,0.88
SBF,STS,1.14
SBJ,HAG,1.95
SBJ,LYE,1.34
SBJ,SBT,0.66
SBK,MBR,2.50
SBK,RBS,3.20
SBM,LBG,1.80
SBM,QRP,0.95
SBP,HDN,0.98
SBP,WMB,1.04
SBR,FTW,8.76
SBR,RYB,3.26
SBS,CKL,3.59
SBS,NRT,2.81
SBT,SBJ,0.66
SBU,EDR,1.84
SBU,TUR,1.76
SBV,BFE,4.16
SBV,KEY,0.94
SBY,DON,18.35
SBY,SIE,8.01
SBY,SOM,7.89
SBY,WRS,6.01
SBY,YRK,18.40
SCA,SEM,2.90
SCF,ADD,1.89
SCF,AST,2.95
SCF,LEH,1.11
SCG,DFD,1.96
SCG,GNH,0.76
SCH,GRS,0.48
SCH,JOR,1.10
SCR,QUI,4.06
SCR,ROC,5.64
SCS,DWW,1.98
SCS,MBT,6.28
SCT,ABC,9.08
SCT,GGJ,4.23
SCU,ALP,3.41
SCU,BTB,11.39
SCY,ECR,0.90
SCY,PUO,1.18
SCY,SNR,1.03
SDA,HAI,1.53
SDA,NHE,1.29
SDB,CRE,4.60
SDB,HCH,3.83
SDC,HOX,0.73
SDC,ZLW,0.72
SDE,WPE,0.48
SDE,ZLW,0.62
SDF,KGT,0.74
SDF,TEN,4.15
SDG,FKW,3.83
SDG,WHA,1.26
SDH,NLT,1.01
SDH,SUD,0.85
SDL,BAH,0.66
SDL,KKD,0.86
SDL,MRF,1.54
SDM,CLU,5.80
SDM,MTH,1.74
SDM,WSH,1.51
SDN,BTE,0.71
SDN,SOU,1.99
SDN,SWG,1.43
SDP,CAU,1.36
SDP,LOO,2.13
SDR,HWY,4.98
SDR,PRR,3.15
SDW,DEA,4.13
SDW,MSR,4.76
SDW,RAM,8.34
SDY,BIW,2.96
SDY,SNO,7.60
SEA,HRE,5.75
SEA,SUN,5.14
SEB,EBL,1.78
SEB,SUN,1.69
SEC,BIL,5.12
SEC,HPL,2.19
SED,CBG,3.21
SED,WLF,3.43
SEE,LWS,3.40
SEE,NVN,2.84
SEF,BIP,0.88
SEG,CBE,6.58
SEG,FAV,3.26
SEH,EYN,2.26
SEH,OTF,1.43
SEL,BYS,2.01
SEL,SSC,1.71
SEM,FIL,6.51
SEM,MLT,18.03
SEM,SCA,2.90
SEN,BKT,2.49
SEN,LIC,2.91
SER,HYL,1.59
SER,LTS,0.68
SER,PNZ,5.65
SES,AWK,4.66
SES,FZW,4.44
SET,HIR,6.04
SET,LPR,3.88
SEV,BBL,1.18
SEV,DNG,1.55
SEV,HLB,4.91
SFA,EBD,16.47
SFA,STP,5.97
SFD,DGT,1.24
SFD,ECC,3.21
SFD,MCV,0.74
SFD,SLD,1.00
SFI,EKB,2.51
SFI,NEW,1.12
SFL,BNW,0.99
SFL,WLO,1.06
SFN,COS,3.16
SFN,TFC,3.11
SFO,ETL,2.14
SFO,PSE,5.19
SFR,CHL,1.84
SFR,GLD,1.93
SGB,BHM,3.91
SGB,LGG,1.60
SGB,SAD,1.25
SGB,SMR,0.70
SGB,THW,0.75
SGL,EGY,0.85
SGL,HYM,3.25
SGM,MEN,5.49
SGM,STS,4.98
SGN,CBP,0.75
SGN,GFD,0.86
SGR,BNH,1.59
SGR,CRY,2.36
SGR,DFD,2.01
SGR,ERH,1.14
SHB,LAG,2.10
SHB,MSW,2.76
SHC,FEA,1.75
SHC,WKK,4.36
SHD,BIA,2.91
SHD,NAY,2.05
SHE,TMC,6.09
SHE,YVJ,4.59
SHF,DAN,2.10
SHF,DOR,4.25
SHF,DRO,6.95
SHF,MHS,3.39
SHH,AVN,1.40
SHH,PRI,0.56
SHH,SML,1.63
SHI,HOT,1.86
SHI,WGV,0.91
SHJ,ERL,2.84
SHJ,LEG,1.75
SHJ,RNH,2.96
SHL,MAX,0.66
SHL,PWE,0.38
SHM,WRN,1.71
SHN,LKE,1.25
SHO,NTL,1.86
SHO,WLS,0.58
SHP,UPH,1.49
SHR,CTT,12.78
SHR,GOB,17.88
SHR,WLN,10.28
SHR,WLP,19.74
SHR,YRT,7.32
SHS,FLD,3.50
SHS,HTW,1.60
SHT,CTR,7.84
SHT,FLN,4.63
SHT,HWB,0.50
SHT,HWD,2.25
SHU,CNM,14.49
SHU,GCR,9.14
SHU,STD,2.76
SHV,PMS,1.00
SHV,RYP,2.00
SHV,XRD,2.00
SHW,ESL,3.83
SHW,WIN,3.14
SHY,APY,3.09
SHY,BLD,1.46
SHY,FZH,0.98
SHY,SAE,0.63
SIA,PRL,1.10
SIA,RFD,0.87
SIC,BOC,5.35
SIC,MLM,3.03
SID,AYP,0.94
SID,NEH,1.51
SIE,CHF,2.26
SIE,PFR,8.25
SIE,SBY,8.01
SIH,MDS,0.48
SIH,SUC,0.98
SIL,BWS,2.02
SIL,MMO,12.29
SIL,SYS,2.84
SIN,DMR,0.88
SIN,DMY,0.94
SIP,AUW,1.29
SIP,KGM,3.00
SIT,KML,1.90
SIT,NGT,3.20
SIT,TEY,2.69
SIV,CBB,1.15
SJP,EXC,0.48
SJP,PIN,2.35
SJP,POL,0.99
SJS,CPT,1.74
SJS,WHC,0.53
SKE,LAS,1.75
SKE,NTH,3.75
SKG,HVN,3.06
SKI,CEY,3.06
SKI,GGV,3.68
SKM,AYS,2.21
SKM,WND,2.40
SKN,CAU,1.31
SKN,COE,1.74
SKS,PRU,2.54
SKS,RDM,2.30
SKW,REC,0.40
SKW,SMH,0.84
SLA,HYM,1.74
SLA,KGE,0.88
SLB,MSK,2.04
SLD,CLI,2.98
SLD,DGT,1.45
SLD,SFD,1.00
SLD,SNN,3.19
SLH,GMT,3.31
SLH,RUS,1.60
SLK,DOD,1.50
SLK,PNS,3.21
SLL,HAB,3.79
SLL,HLI,1.01
SLO,BNM,2.51
SLO,LNY,2.23
SLO,WNC,2.78
SLQ,BEX,3.90
SLQ,HGS,0.73
SLQ,WLD,0.94
SLR,HEC,5.05
SLR,RAU,2.13
